"","sepal_length","sepal_width","petal_length","petal_width"
"62",0.592592592592593,0.416666666666667,0.780487804878049,0.823529411764706
"63",0.62962962962963,0.0833333333333334,0.731707317073171,0.529411764705882
"64",0.666666666666667,0.375,0.902439024390244,0.764705882352941
"65",0.481481481481481,0.375,0.634146341463415,0.705882352941177
"66",0.888888888888889,0.458333333333333,0.829268292682927,0.764705882352941
"67",0.481481481481481,0.416666666666667,0.853658536585366,0.823529411764706
"68",0.555555555555555,0.291666666666667,0.75609756097561,0.529411764705882
"69",0.703703703703704,0.0833333333333334,0.853658536585366,0.823529411764706
"70",0.481481481481481,0.208333333333333,0.707317073170732,0.588235294117647
"71",0.592592592592593,0.5,0.926829268292683,1
"72",0.666666666666667,0.333333333333333,0.731707317073171,0.705882352941177
"73",0.740740740740741,0.208333333333333,0.951219512195122,0.823529411764706
"74",0.666666666666667,0.333333333333333,0.902439024390244,0.647058823529412
"75",0.777777777777778,0.375,0.804878048780488,0.705882352941177
"76",0.851851851851852,0.416666666666667,0.829268292682927,0.764705882352941
"77",0.925925925925926,0.333333333333333,0.926829268292683,0.764705882352941
"78",0.888888888888889,0.416666666666667,0.975609756097561,0.941176470588235
"79",0.62962962962963,0.375,0.853658536585366,0.823529411764706
"80",0.518518518518519,0.25,0.609756097560976,0.529411764705882
"81",0.444444444444444,0.166666666666667,0.682926829268293,0.588235294117647
"82",0.444444444444444,0.166666666666667,0.658536585365854,0.529411764705882
"83",0.555555555555555,0.291666666666667,0.707317073170732,0.647058823529412
"84",0.62962962962963,0.291666666666667,1,0.882352941176471
"85",0.407407407407408,0.416666666666667,0.853658536585366,0.823529411764706
"86",0.62962962962963,0.583333333333333,0.853658536585366,0.882352941176471
"87",0.888888888888889,0.458333333333333,0.902439024390244,0.823529411764706
"88",0.740740740740741,0.125,0.829268292682927,0.705882352941177
"89",0.481481481481481,0.416666666666667,0.75609756097561,0.705882352941177
"90",0.444444444444444,0.208333333333333,0.731707317073171,0.705882352941177
"91",0.444444444444444,0.25,0.829268292682927,0.647058823529412
"92",0.666666666666667,0.416666666666667,0.878048780487805,0.764705882352941
"93",0.555555555555555,0.25,0.731707317073171,0.647058823529412
"94",0.259259259259259,0.125,0.560975609756098,0.529411764705882
"95",0.481481481481481,0.291666666666667,0.780487804878049,0.705882352941177
"96",0.518518518518519,0.416666666666667,0.780487804878049,0.647058823529412
"97",0.518518518518519,0.375,0.780487804878049,0.705882352941177
"98",0.703703703703704,0.375,0.804878048780488,0.705882352941177
"99",0.296296296296296,0.208333333333333,0.487804878048781,0.588235294117647
"100",0.518518518518519,0.333333333333333,0.75609756097561,0.705882352941177
